"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.3 for 2021-2022 @t1",
"e"," ","","1835","1674775090141","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","strategy_random","1820","1674775090141","ttt.py","1.1.3 for 2021-2022 @t1",
"e"," ","","1821","1674775090157","ttt.py","1.1.3 for 2021-2022 @t1",
"e",""," ","1821","1674775090162","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","from boardUiTeam import *    #open_cells, first_open_cell, get_human_move, make_board, place, horizontal_winner, vertical_winner, diagonal_winner, pos_to_rowcol, rowcol_to_pos, full  # Change to boardUiTeam to test that module","1483","1674775090162","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","
","1483","1674775090173","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","from model import *","1443","1674775090173","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","
","1443","1674775090173","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","import random","1406","1674775090188","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","
","1406","1674775090188","ttt.py","1.1.3 for 2021-2022 @t1",
"e","",",  ","1557","1674775090188","ttt.py","1.1.3 for 2021-2022 @t1",
"e"," ","","1557","1674775090204","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","strategy_dumb","1544","1674775090205","ttt.py","1.1.3 for 2021-2022 @t1",
"e"," ","","1545","1674775090205","ttt.py","1.1.3 for 2021-2022 @t1",
"e",""," ","1545","1674775090205","ttt.py","1.1.3 for 2021-2022 @t1",
"e","from time import sleep","","1560","1674775090251","ttt.py","1.1.3 for 2021-2022 @t1",
"e","

","","1583","1674775090251","ttt.py","1.1.3 for 2021-2022 @t1",
"e","from board import *","","1584","1674775090251","ttt.py","1.1.3 for 2021-2022 @t1",
"e","
","","1604","1674775090261","ttt.py","1.1.3 for 2021-2022 @t1",
"e","from graphics import *  # Importing without all (do each one individual","","1604","1674775090267","ttt.py","1.1.3 for 2021-2022 @t1",
"e","
","","1676","1674775090267","ttt.py","1.1.3 for 2021-2022 @t1",
"e","from strategy import strategy_oracle","","1676","1674775090267","ttt.py","1.1.3 for 2021-2022 @t1",
"e","
","","1713","1674775090267","ttt.py","1.1.3 for 2021-2022 @t1",
"e","
","","1560","1674775090267","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","
","1714","1674775090283","ttt.py","1.1.3 for 2021-2022 @t1",
"e",""," ","1544","1674775090330","ttt.py","1.1.3 for 2021-2022 @t1",
"e","
","","1713","1674775090330","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","
from board import *
from graphics import *    # Importing without all (do each one individual
from strategy import strategy_oracle
from time import sleep","1428","1674775090346","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1674775092477","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1674775092775","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1674775092977","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1674775093118","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1674775093268","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1674775093411","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775093738","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775093861","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775094004","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775094136","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775094482","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775096017","ttt.py","1.1.3 for 2021-2022 @t1",
"e","","
","1429","1674775096032","ttt.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775106558","strategy.py","1.1.3 for 2021-2022 @t1",
"e","import random
from boardUiTeam import *  #open_cells, first_open_cell, get_human_move, make_board, place, horizontal_winner, vertical_winner, diagonal_winner, pos_to_rowcol, rowcol_to_pos, full  # Change to boardUiTeam to test that module
  # Change to boardUiTeam to test that module
#from strategy import *
#from model import *
from graphics import *
from board import *


def strategy_dumb(b):  	  	  
    """"""Picks the first open square  	  	  

    If it happens that NO squares are left, this function returns None, by default.  	  	  
    However, that should never happen.  In a ""real"" game at least one square is  	  	  
    always open, and the return statement will ALWAYS be reached.  	  	  
    """"""  	  	  
    return first_open_cell(b)   # Change module to check code  	  	  


def strategy_random(b):  	  	  
    """"""Picks an open square at random  	  	  

    If it happens that NO squares are left, this function will raise IndexError.  	  	  
    However, that should never happen.  In a ""real"" game at least one square is  	  	  
    always open.  	  	  
    """"""  	  	  
    return random.choice(open_cells(b))  # Change module to test	  	  



def strategy_oracle(b):  	  	  
    """"""  	  	  
    CPU picks the optimal move by consulting a ML-trained model.  Technically  	  	  
    it's just a lookup table, but it was made with a program, so it was  	  	  
    basically ""learned"" by a machine.  	  	  

    For variety's sake, X's first play is chosen at random.  	  	  

    Otherwise, the current board state is searched for in MODEL, which is a  	  	  
    tuple of 9 sub-tables.  When a matching state is found, the index # of the  	  	  
    sub-table indicates which move to take.  	  	  

    Example: suppose the current game board looks like this:  	  	  
        ('O', 2, 3, 'O', 5, 'X', 7, 'X', 'X')  	  	  

    There are 3 X's and two O's; it is O's turn.  This same board is found  	  	  
    under sub-table 6 of MODEL.  This means that 'O' should mark square 7 of  	  	  
    the game board (adding 1 because Python tuples start at 0).  	  	  

    Every possible game state is found in MODEL.  I am 99% positive that is  	  	  
    impossible to reach the final `return False` statement at the end of the  	  	  
    function.  	  	  
    """"""  	  	  
    if ""X"" not in b:  	  	  
        return random.choice(open_cells(b))   # Change module to test	  	  
    for i in range(len(MODEL)):  	  	  
        for p in board:  	  	  
            if type(p) is int:  	  	  
                for j in range(len(MODEL[i])):  	  	  
                    if b == MODEL[i][j]:  	  	  
                        return i  	  	  
    print(""If you see this message, the Oracle does not recognize the current board"")  	  	  
    return False  	  	  
","","0","1674775106575","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775106948","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1674775107247","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775107494","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","#","309","1674775107494","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1674775107777","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1674775108093","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775108394","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","#","285","1674775108411","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Optimize imports",,,"1674775119116","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","import random","0","1674775119132","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","from graphics import *","315","1674775119132","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","315","1674775119148","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","from board import *","315","1674775119148","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","317","1674775119148","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","from boardUiTeam import *  #open_cells, first_open_cell, get_human_move, make_board, place, horizontal_winner, vertical_winner, diagonal_winner, pos_to_rowcol, rowcol_to_pos, full  # Change to boardUiTeam to test that module","1","1674775119148","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
  ","1","1674775119148","strategy.py","1.1.3 for 2021-2022 @t1",
"e","import *from model ","","79","1674775119163","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","109","1674775119163","strategy.py","1.1.3 for 2021-2022 @t1",
"e","from strategy import *","","107","1674775119163","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","132","1674775119179","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","87","1674775119179","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","133","1674775119179","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","0","1674775119195","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," strategy import *
from model import *
from","48","1674775119195","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Import this name",,,"1674775132068","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Use an imported module",,,"1674775135500","strategy.py","1.1.3 for 2021-2022 @t1",
"e","from boardAiTeam import first_open_cell","","43","1674775135516","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","43","1674775135516","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1674775147913","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","84","1674775147913","strategy.py","1.1.3 for 2021-2022 @t1",
"e","f","","84","1674775148260","strategy.py","1.1.3 for 2021-2022 @t1",
"k","f",,"85","1674775148260","strategy.py","1.1.3 for 2021-2022 @t1",
"e","r","","85","1674775148434","strategy.py","1.1.3 for 2021-2022 @t1",
"k","r",,"86","1674775148450","strategy.py","1.1.3 for 2021-2022 @t1",
"e","o","","86","1674775148469","strategy.py","1.1.3 for 2021-2022 @t1",
"k","o",,"87","1674775148469","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","87","1674775148482","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","87","1674775148513","strategy.py","1.1.3 for 2021-2022 @t1",
"e","m","","87","1674775148514","strategy.py","1.1.3 for 2021-2022 @t1",
"k","m",,"88","1674775148529","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","88","1674775148558","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","88","1674775148689","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","88","1674775148705","strategy.py","1.1.3 for 2021-2022 @t1",
"k"," ",,"89","1674775148705","strategy.py","1.1.3 for 2021-2022 @t1",
"e","b","","89","1674775149252","strategy.py","1.1.3 for 2021-2022 @t1",
"k","b",,"90","1674775149252","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","90","1674775149282","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","90","1674775149481","strategy.py","1.1.3 for 2021-2022 @t1",
"e","o","","90","1674775149482","strategy.py","1.1.3 for 2021-2022 @t1",
"k","o",,"91","1674775149484","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","91","1674775149496","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","91","1674775149627","strategy.py","1.1.3 for 2021-2022 @t1",
"e","a","","91","1674775149628","strategy.py","1.1.3 for 2021-2022 @t1",
"k","a",,"92","1674775149638","strategy.py","1.1.3 for 2021-2022 @t1",
"e","r","","92","1674775149685","strategy.py","1.1.3 for 2021-2022 @t1",
"k","r",,"93","1674775149693","strategy.py","1.1.3 for 2021-2022 @t1",
"e","d","","93","1674775149837","strategy.py","1.1.3 for 2021-2022 @t1",
"k","d",,"94","1674775149845","strategy.py","1.1.3 for 2021-2022 @t1",
"e","A","","94","1674775150272","strategy.py","1.1.3 for 2021-2022 @t1",
"k","A",,"95","1674775150286","strategy.py","1.1.3 for 2021-2022 @t1",
"e","i","","95","1674775150483","strategy.py","1.1.3 for 2021-2022 @t1",
"k","i",,"96","1674775150491","strategy.py","1.1.3 for 2021-2022 @t1",
"e","T","","96","1674775150974","strategy.py","1.1.3 for 2021-2022 @t1",
"k","T",,"97","1674775150979","strategy.py","1.1.3 for 2021-2022 @t1",
"e","e","","97","1674775151152","strategy.py","1.1.3 for 2021-2022 @t1",
"k","e",,"98","1674775151174","strategy.py","1.1.3 for 2021-2022 @t1",
"e","m","","98","1674775151285","strategy.py","1.1.3 for 2021-2022 @t1",
"k","m",,"99","1674775151304","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","99","1674775151416","strategy.py","1.1.3 for 2021-2022 @t1",
"k"," ",,"100","1674775151418","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775151961","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","99","1674775151961","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775152085","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","m","98","1674775152085","strategy.py","1.1.3 for 2021-2022 @t1",
"e","a","","98","1674775152238","strategy.py","1.1.3 for 2021-2022 @t1",
"k","a",,"99","1674775152239","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","99","1674775152252","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","99","1674775152335","strategy.py","1.1.3 for 2021-2022 @t1",
"e","m","","99","1674775152336","strategy.py","1.1.3 for 2021-2022 @t1",
"k","m",,"100","1674775152344","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","100","1674775152474","strategy.py","1.1.3 for 2021-2022 @t1",
"k"," ",,"101","1674775152475","strategy.py","1.1.3 for 2021-2022 @t1",
"e","i","","101","1674775152704","strategy.py","1.1.3 for 2021-2022 @t1",
"k","i",,"102","1674775152706","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","102","1674775152730","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","102","1674775152835","strategy.py","1.1.3 for 2021-2022 @t1",
"e","m","","102","1674775152836","strategy.py","1.1.3 for 2021-2022 @t1",
"k","m",,"103","1674775152842","strategy.py","1.1.3 for 2021-2022 @t1",
"e","p","","103","1674775152968","strategy.py","1.1.3 for 2021-2022 @t1",
"k","p",,"104","1674775152974","strategy.py","1.1.3 for 2021-2022 @t1",
"e","o","","104","1674775153169","strategy.py","1.1.3 for 2021-2022 @t1",
"k","o",,"105","1674775153175","strategy.py","1.1.3 for 2021-2022 @t1",
"e","r","","105","1674775153339","strategy.py","1.1.3 for 2021-2022 @t1",
"k","r",,"106","1674775153345","strategy.py","1.1.3 for 2021-2022 @t1",
"e","t","","106","1674775153519","strategy.py","1.1.3 for 2021-2022 @t1",
"k","t",,"107","1674775153528","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","107","1674775153808","strategy.py","1.1.3 for 2021-2022 @t1",
"k"," ",,"108","1674775153809","strategy.py","1.1.3 for 2021-2022 @t1",
"e","f","","108","1674775156014","strategy.py","1.1.3 for 2021-2022 @t1",
"k","f",,"109","1674775156014","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","109","1674775156014","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","109","1674775156189","strategy.py","1.1.3 for 2021-2022 @t1",
"e","i","","109","1674775156190","strategy.py","1.1.3 for 2021-2022 @t1",
"k","i",,"110","1674775156189","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775157039","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","i","109","1674775157039","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775157183","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","f","108","1674775157183","strategy.py","1.1.3 for 2021-2022 @t1",
"e","o","","108","1674775158606","strategy.py","1.1.3 for 2021-2022 @t1",
"k","o",,"109","1674775158609","strategy.py","1.1.3 for 2021-2022 @t1",
"e"," ","","109","1674775158622","strategy.py","1.1.3 for 2021-2022 @t1",
"e",""," ","109","1674775158785","strategy.py","1.1.3 for 2021-2022 @t1",
"e","p","","109","1674775158786","strategy.py","1.1.3 for 2021-2022 @t1",
"k","p",,"110","1674775158807","strategy.py","1.1.3 for 2021-2022 @t1",
"e","e","","110","1674775158957","strategy.py","1.1.3 for 2021-2022 @t1",
"k","e",,"111","1674775158983","strategy.py","1.1.3 for 2021-2022 @t1",
"e","n","","111","1674775159081","strategy.py","1.1.3 for 2021-2022 @t1",
"k","n",,"112","1674775159090","strategy.py","1.1.3 for 2021-2022 @t1",
"e","_","","112","1674775159660","strategy.py","1.1.3 for 2021-2022 @t1",
"k","_",,"113","1674775159666","strategy.py","1.1.3 for 2021-2022 @t1",
"e","c","","113","1674775159931","strategy.py","1.1.3 for 2021-2022 @t1",
"k","c",,"114","1674775159943","strategy.py","1.1.3 for 2021-2022 @t1",
"e","e","","114","1674775160002","strategy.py","1.1.3 for 2021-2022 @t1",
"k","e",,"115","1674775160017","strategy.py","1.1.3 for 2021-2022 @t1",
"e","l","","115","1674775160159","strategy.py","1.1.3 for 2021-2022 @t1",
"k","l",,"116","1674775160159","strategy.py","1.1.3 for 2021-2022 @t1",
"e","l","","116","1674775160304","strategy.py","1.1.3 for 2021-2022 @t1",
"k","l",,"117","1674775160304","strategy.py","1.1.3 for 2021-2022 @t1",
"e","s","","117","1674775160413","strategy.py","1.1.3 for 2021-2022 @t1",
"k","s",,"118","1674775160427","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Optimize imports",,,"1674775174584","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","from model import *","119","1674775174606","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","119","1674775174615","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","from boardAiTeam import first_open_cell","44","1674775174615","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","44","1674775174615","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","from boardAiTeam import open_cells","44","1674775174626","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","44","1674775174631","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Undo Optimize imports",,,"1674775176012","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","44","1674775176044","strategy.py","1.1.3 for 2021-2022 @t1",
"e","from boardAiTeam import open_cells","","44","1674775176044","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","44","1674775176044","strategy.py","1.1.3 for 2021-2022 @t1",
"e","from boardAiTeam import first_open_cell","","44","1674775176044","strategy.py","1.1.3 for 2021-2022 @t1",
"e","
","","119","1674775176044","strategy.py","1.1.3 for 2021-2022 @t1",
"e","from model import *","","119","1674775176059","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1674775182914","strategy.py","1.1.3 for 2021-2022 @t1",
"e","","
","237","1674775182929","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1674775184736","strategy.py","1.1.3 for 2021-2022 @t1",
"e","    
","","237","1674775184748","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Import this name",,,"1674775199453","strategy.py","1.1.3 for 2021-2022 @t1",
"a","EditorChange",,,"1674775217792","strategy.py","1.1.3 for 2021-2022 @t1",
"a","Find...",,,"1674775221580","boardUiTeam.py","1.1.3 for 2021-2022 @t1",
"a","EditorChange",,,"1674775227168","boardUiTeam.py","1.1.3 for 2021-2022 @t1",
"a","Find...",,,"1674775229254","graphics.py","1.1.3 for 2021-2022 @t1",
"a","EditorChange",,,"1674775231847","graphics.py","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1674775234461","board.py","1.1.3 for 2021-2022 @t1",
